Year.AD,m
661,-11.9
662,-11.5
663,-11.2
664,-10.9
665,-10.5
666,-10.3
667,-10
668,-9.7
669,-9.5
670,-9.2
671,-9
672,-8.8
673,-8.6
674,-8.5
675,-8.3
676,-8.2
677,-8
678,-7.9
679,-7.7
680,-7.6
681,-7.5
682,-7.4
683,-7.3
684,-7.2
685,-7.1
686,-7
687,-6.9
688,-6.8
689,-6.7
690,-6.7
691,-6.6
692,-6.6
693,-6.7
694,-6.9
695,-7.1
696,-7.5
697,-7.8
698,-8.1
699,-8.4
700,-8.6
701,-8.6
702,-8.5
703,-8.3
704,-7.9
705,-7.4
706,-6.9
707,-6.4
708,-5.9
709,-5.7
710,-5.7
711,-5.9
712,-6.2
713,-6.4
714,-6.6
715,-6.8
716,-6.8
717,-6.9
718,-7
719,-7.1
720,-7.2
721,-7.4
722,-7.7
723,-8.1
724,-8.5
725,-8.9
726,-9.2
727,-9.4
728,-9.6
729,-9.7
730,-9.8
731,-9.8
732,-9.9
733,-10
734,-10.1
735,-10.2
736,-10.4
737,-10.7
738,-11.1
739,-11.7
740,-12.3
741,-12.9
742,-13.6
743,-14.2
744,-14.7
745,-15.2
746,-15.5
747,-15.8
748,-16.1
749,-16.3
750,-16.6
751,-17
752,-17.3
753,-17.7
754,-18.1
755,-18.3
756,-18.3
757,-18
758,-17.5
759,-17
760,-16.5
761,-16.1
762,-16
763,-16
764,-16.3
765,-16.8
766,-17.3
767,-18
768,-18.6
769,-19
770,-19.1
771,-18.9
772,-17.8
773,-15.5
774,-11.8
775,-7.6
776,-4.7
777,-3.2
778,-3.1
779,-3.7
780,-4.6
781,-5.4
782,-5.9
783,-6.4
784,-6.8
785,-7.3
786,-7.8
787,-8.5
788,-9.3
789,-10.3
790,-11.1
791,-11.9
792,-12.5
793,-12.8
794,-13
795,-13
796,-13
797,-12.9
798,-12.8
799,-12.7
800,-12.7
801,-12.8
802,-12.8
803,-12.9
804,-12.9
805,-13
806,-13
807,-13.1
808,-13.2
809,-13.4
810,-13.7
811,-14
812,-14.3
813,-14.6
814,-14.8
815,-15
816,-15
817,-15.1
818,-15
819,-15
820,-14.9
821,-14.8
822,-14.6
823,-14.5
824,-14.3
825,-14.1
826,-14
827,-13.8
828,-13.6
829,-13.5
830,-13.4
831,-13.3
832,-13.2
833,-13.2
834,-13.2
835,-13.2
836,-13.2
837,-13.3
838,-13.3
839,-13.4
840,-13.6
841,-13.7
842,-13.8
843,-14
844,-14.2
845,-14.4
846,-14.6
847,-14.8
848,-15
849,-15.2
850,-15.4
851,-15.6
852,-15.9
853,-16.1
854,-16.3
855,-16.5
856,-16.7
857,-16.9
858,-17.1
859,-17.3
860,-17.5
861,-17.7
862,-17.9
863,-18
864,-18.1
865,-18.3
866,-18.4
867,-18.5
868,-18.5
869,-18.6
870,-18.6
871,-18.7
872,-18.6
873,-18.6
874,-18.6
875,-18.5
876,-18.4
877,-18.3
878,-18.1
879,-17.9
880,-17.7
881,-17.5
882,-17.2
883,-16.9
884,-16.6
885,-16.3
886,-15.9
887,-15.5
888,-15.2
889,-14.8
890,-14.4
891,-14
892,-13.7
893,-13.3
894,-13
895,-12.6
896,-12.3
897,-12
898,-11.7
899,-11.5
900,-11.2
901,-11.1
902,-10.9
903,-10.8
904,-10.7
905,-10.7
906,-10.7
907,-10.8
908,-10.9
909,-11.1
910,-11.3
911,-11.5
912,-11.7
913,-12
914,-12.3
915,-12.6
916,-13
917,-13.3
918,-13.7
919,-14.1
920,-14.5
921,-14.8
922,-15.2
923,-15.6
924,-16
925,-16.3
926,-16.7
927,-17
928,-17.3
929,-17.6
930,-17.9
931,-18.1
932,-18.3
933,-18.5
934,-18.7
935,-18.8
936,-19
937,-19.1
938,-19.1
939,-19.2
940,-19.3
941,-19.3
942,-19.3
943,-19.3
944,-19.3
945,-19.3
946,-19.3
947,-19.2
948,-19.2
949,-19.1
950,-19.1
951,-19
952,-19
953,-18.9
954,-18.8
955,-18.8
956,-18.7
957,-18.7
958,-18.7
959,-18.7
960,-18.7
961,-18.7
962,-18.8
963,-18.9
964,-19
965,-19.2
966,-19.4
967,-19.6
968,-19.9
969,-20.3
970,-20.5
971,-20.7
972,-20.7
973,-20.5
974,-20.3
975,-19.9
976,-19.5
977,-19
978,-18.7
979,-18.4
980,-18.3
981,-18.4
982,-18.6
983,-18.9
984,-19.2
985,-19.4
986,-19.7
987,-19.8
988,-19.9
989,-19.8
990,-19.4
991,-18.9
992,-18
993,-16.8
994,-15.4
995,-14.2
996,-13.3
997,-12.8
998,-12.6
999,-12.7
1000,-13
1001,-13.4
1002,-13.8
1003,-14.3
1004,-14.9
1005,-15.5
1006,-16
1007,-16.5
1008,-16.8
1009,-17
1010,-17
1011,-17
1012,-17
1013,-16.9
1014,-17
1015,-17
1016,-17
1017,-17
1018,-16.9
1019,-16.6
1020,-16.2
1021,-15.7
1022,-15.2
1023,-14.6
1024,-14.1
1025,-13.7
1026,-13.3
1027,-13
1028,-12.7
1029,-12.4
1030,-12.1
1031,-11.7
1032,-11.4
1033,-11
1034,-10.6
1035,-10.3
1036,-10
1037,-9.7
1038,-9.5
1039,-9.3
1040,-9.2
1041,-9.1
1042,-9.1
1043,-9.1
1044,-9.1
1045,-9
1046,-8.9
1047,-8.7
1048,-8.4
1049,-8.1
1050,-7.6
1051,-7.1
1052,-6.6
1053,-6.1
1054,-5.8
1055,-5.6
1056,-5.6
1057,-5.9
1058,-6.2
1059,-6.5
1060,-6.8
1061,-7.1
1062,-7.3
1063,-7.5
1064,-7.6
1065,-7.7
1066,-7.8
1067,-7.9
1068,-7.9
1069,-8
1070,-8.2
1071,-8.3
1072,-8.4
1073,-8.5
1074,-8.6
1075,-8.8
1076,-9
1077,-9.3
1078,-9.8
1079,-10.4
1080,-11
1081,-11.7
1082,-12.3
1083,-12.9
1084,-13.4
1085,-13.8
1086,-14.2
1087,-14.5
1088,-14.7
1089,-14.9
1090,-15
1091,-15
1092,-14.9
1093,-14.8
1094,-14.6
1095,-14.4
1096,-14.3
1097,-14.2
1098,-14.3
1099,-14.4
1100,-14.6
1101,-14.8
1102,-15.2
1103,-15.5
1104,-15.9
1105,-16.3
1106,-16.7
1107,-17.1
1108,-17.4
1109,-17.6
1110,-17.8
1111,-18
1112,-18.1
1113,-18.1
1114,-18.1
1115,-18
1116,-18
1117,-18
1118,-17.9
1119,-18
1120,-18
1121,-18
1122,-18
1123,-18
1124,-18
1125,-18
1126,-17.9
1127,-17.9
1128,-17.9
1129,-18
1130,-18
1131,-18.1
1132,-18.1
1133,-18.1
1134,-18.1
1135,-18.2
1136,-18.3
1137,-18.5
1138,-18.8
1139,-19.2
1140,-19.6
1141,-19.9
1142,-20.3
1143,-20.5
1144,-20.6
1145,-20.7
1146,-20.7
1147,-20.7
1148,-20.6
1149,-20.6
1150,-20.5
1151,-20.4
1152,-20.2
1153,-20
1154,-19.6
1155,-19.2
1156,-18.7
1157,-18.3
1158,-17.8
1159,-17.5
1160,-17.1
1161,-16.8
1162,-16.5
1163,-16.2
1164,-15.9
1165,-15.6
1166,-15.4
1167,-15.2
1168,-15.1
1169,-15.2
1170,-15.3
1171,-15.6
1172,-15.7
1173,-15.8
1174,-15.9
1175,-15.8
1176,-15.7
1177,-15.5
1178,-15.3
1179,-15
1180,-14.8
1181,-14.6
1182,-14.5
1183,-14.6
1184,-14.7
1185,-14.9
1186,-15.2
1187,-15.5
1188,-15.7
1189,-16
1190,-16.2
1191,-16.5
1192,-16.9
1193,-17.3
1194,-17.8
1195,-18.2
1196,-18.5
1197,-18.7
1198,-18.7
1199,-18.6
1200,-18.5
1201,-18.3
1202,-18.1
1203,-18.1
1204,-18
1205,-18.1
1206,-18.2
1207,-18.3
1208,-18.4
1209,-18.4
1210,-18.4
1211,-18.4
1212,-18.3
1213,-18.2
1214,-18.1
1215,-18
1216,-17.7
1217,-17.3
1218,-16.8
1219,-16.2
1220,-15.6
1221,-14.9
1222,-14.4
1223,-13.9
1224,-13.5
1225,-13.3
1226,-13.1
1227,-13
1228,-12.9
1229,-12.9
1230,-12.8
1231,-12.7
1232,-12.7
1233,-12.6
1234,-12.6
1235,-12.6
1236,-12.7
1237,-12.9
1238,-13.1
1239,-13.3
1240,-13.6
1241,-13.9
1242,-14.1
1243,-14.3
1244,-14.6
1245,-14.8
1246,-15
1247,-15.3
1248,-15.5
1249,-15.7
1250,-15.9
1251,-16
1252,-16
1253,-16
1254,-16
1255,-16
1256,-16.1
1257,-16.1
1258,-16.1
1259,-16.1
1260,-15.9
1261,-15.8
1262,-15.6
1263,-15.3
1264,-15.1
1265,-14.7
1266,-14.4
1267,-14.1
1268,-13.8
1269,-13.5
1270,-13.2
1271,-12.9
1272,-12.7
1273,-12.4
1274,-12.1
1275,-11.7
1276,-11.1
1277,-10.5
1278,-9.8
1279,-9
1280,-8.3
1281,-7.7
1282,-7.2
1283,-6.8
1284,-6.5
1285,-6.2
1286,-6
1287,-5.9
1288,-5.7
1289,-5.6
1290,-5.5
1291,-5.5
1292,-5.4
1293,-5.3
1294,-5.3
1295,-5.1
1296,-4.9
1297,-4.6
1298,-4.2
1299,-3.8
1300,-3.4
1301,-2.9
1302,-2.5
1303,-2.1
1304,-1.7
1305,-1.3
1306,-0.9
1307,-0.7
1308,-0.5
1309,-0.5
1310,-0.5
1311,-0.5
1312,-0.6
1313,-0.8
1314,-0.9
1315,-1
1316,-1.1
1317,-1.2
1318,-1.1
1319,-1
1320,-0.7
1321,-0.4
1322,0
1323,0.4
1324,0.8
1325,1.3
1326,1.8
1327,2.2
1328,2.5
1329,2.7
1330,2.8
1331,2.7
1332,2.6
1333,2.3
1334,2
1335,1.8
1336,1.5
1337,1.2
1338,1
1339,0.8
1340,0.7
1341,0.6
1342,0.5
1343,0.3
1344,0.2
1345,0
1346,-0.2
1347,-0.4
1348,-0.6
1349,-0.7
1350,-0.9
1351,-1.1
1352,-1.4
1353,-1.8
1354,-2.4
1355,-3
1356,-3.7
1357,-4.4
1358,-5
1359,-5.6
1360,-6.1
1361,-6.6
1362,-7.1
1363,-7.6
1364,-8.1
1365,-8.6
1366,-9.2
1367,-9.8
1368,-10.3
1369,-10.9
1370,-11.5
1371,-12
1372,-12.5
1373,-12.8
1374,-13
1375,-13.1
1376,-13
1377,-12.7
1378,-12.3
1379,-11.9
1380,-11.5
1381,-11.1
1382,-10.9
1383,-10.7
1384,-10.6
1385,-10.4
1386,-10.3
1387,-10
1388,-9.7
1389,-9.3
1390,-8.8
1391,-8.3
1392,-7.8
1393,-7.2
1394,-6.7
1395,-6.1
1396,-5.6
1397,-5.1
1398,-4.7
1399,-4.4
1400,-4.1
1401,-4
1402,-3.9
1403,-3.7
1404,-3.4
1405,-3.1
1406,-2.7
1407,-2.3
1408,-1.9
1409,-1.6
1410,-1.2
1411,-1
1412,-0.8
1413,-0.7
1414,-0.7
1415,-0.8
1416,-0.9
1417,-1
1418,-1
1419,-1
1420,-0.8
1421,-0.5
1422,-0.1
1423,0.3
1424,0.8
1425,1.3
1426,1.6
1427,1.9
1428,2
1429,2
1430,2
1431,2
1432,2.1
1433,2.3
1434,2.5
1435,2.7
1436,3.1
1437,3.4
1438,3.7
1439,3.9
1440,4.1
1441,4.3
1442,4.6
1443,4.9
1444,5.2
1445,5.5
1446,5.8
1447,6.2
1448,6.6
1449,6.9
1450,7
1451,7.2
1452,7.3
1453,7.5
1454,7.8
1455,8.1
1456,8.6
1457,9.1
1458,9.6
1459,10
1460,10.3
1461,10.5
1462,10.4
1463,10.1
1464,9.9
1465,9.6
1466,9.5
1467,9.4
1468,9.5
1469,9.5
1470,9.4
1471,9.3
1472,9.3
1473,9.4
1474,9.6
1475,9.9
1476,10.1
1477,10.3
1478,10.5
1479,10.6
1480,10.7
1481,10.8
1482,10.8
1483,10.7
1484,10.6
1485,10.4
1486,10.3
1487,10.3
1488,10.2
1489,10.2
1490,10.2
1491,10.3
1492,10.3
1493,10.4
1494,10.4
1495,10.5
1496,10.5
1497,10.5
1498,10.4
1499,10.4
1500,10.3
1501,10.2
1502,10.2
1503,10.2
1504,10.2
1505,10.1
1506,10.1
1507,10.2
1508,10.2
1509,10.3
1510,10.4
1511,10.4
1512,10.5
1513,10.5
1514,10.4
1515,10.2
1516,10.1
1517,10
1518,10
1519,10
1520,10.2
1521,10.4
1522,10.6
1523,10.9
1524,11.2
1525,11.5
1526,11.9
1527,12.3
1528,12.6
1529,12.9
1530,13.1
1531,13.3
1532,13.4
1533,13.4
1534,13.3
1535,13.1
1536,12.8
1537,12.4
1538,12
1539,11.7
1540,11.3
1541,11
1542,10.8
1543,10.6
1544,10.5
1545,10.5
1546,10.6
1547,10.6
1548,10.5
1549,10.3
1550,10
1551,9.6
1552,9.2
1553,8.9
1554,8.6
1555,8.3
1556,8.1
1557,7.8
1558,7.5
1559,7.1
1560,6.8
1561,6.5
1562,6.3
1563,6.2
1564,6.3
1565,6.3
1566,6.4
1567,6.4
1568,6.3
1569,6.1
1570,5.8
1571,5.5
1572,5.2
1573,4.9
1574,4.5
1575,4.2
1576,4
1577,3.7
1578,3.5
1579,3.2
1580,3.1
1581,2.9
1582,2.8
1583,2.7
1584,2.6
1585,2.5
1586,2.4
1587,2.2
1588,2
1589,1.6
1590,1.2
1591,0.8
1592,0.3
1593,-0.1
1594,-0.4
1595,-0.7
1596,-0.9
1597,-1.1
1598,-1.3
1599,-1.6
1600,-1.9
1601,-2.3
1602,-2.8
1603,-3.2
1604,-3.6
1605,-3.8
1606,-3.9
1607,-3.8
1608,-3.6
1609,-3.5
1610,-3.5
1611,-3.5
1612,-3.6
1613,-3.7
1614,-3.8
1615,-3.8
1616,-3.7
1617,-3.5
1618,-3.2
1619,-2.9
1620,-2.5
1621,-2.1
1622,-1.8
1623,-1.6
1624,-1.6
1625,-1.7
1626,-1.8
1627,-2
1628,-2.1
1629,-2.1
1630,-1.9
1631,-1.7
1632,-1.3
1633,-0.9
1634,-0.5
1635,0
1636,0.4
1637,0.7
1638,1.1
1639,1.4
1640,1.8
1641,2.2
1642,2.6
1643,3
1644,3.3
1645,3.6
1646,3.9
1647,4.2
1648,4.5
1649,4.7
1650,4.9
1651,5.1
1652,5.2
1653,5.2
1654,5.3
1655,5.4
1656,5.5
1657,5.7
1658,5.9
1659,6.2
1660,6.6
1661,7
1662,7.3
1663,7.7
1664,8
1665,8.4
1666,8.8
1667,9.2
1668,9.7
1669,10.2
1670,10.7
1671,11.1
1672,11.4
1673,11.5
1674,11.5
1675,11.4
1676,11.3
1677,11.2
1678,11.2
1679,11.3
1680,11.4
1681,11.6
1682,11.9
1683,12.1
1684,12.4
1685,12.7
1686,13
1687,13.2
1688,13.5
1689,13.8
1690,14
1691,14.3
1692,14.5
1693,14.8
1694,15.1
1695,15.4
1696,15.7
1697,16.1
1698,16.3
1699,16.6
1700,16.7
1701,16.8
1702,16.8
1703,16.6
1704,16.5
1705,16.3
1706,16.1
1707,16.1
1708,16.1
1709,16.2
1710,16.3
1711,16.5
1712,16.5
1713,16.6
1714,16.6
1715,16.6
1716,16.5
1717,16.2
1718,15.8
1719,15.2
1720,14.6
1721,14
1722,13.3
1723,12.7
1724,12.1
1725,11.5
1726,10.9
1727,10.2
1728,9.5
1729,8.8
1730,8
1731,7.4
1732,6.9
1733,6.5
1734,6.2
1735,6
1736,5.8
1737,5.5
1738,5.2
1739,4.7
1740,4.3
1741,3.7
1742,3.3
1743,2.9
1744,2.6
1745,2.4
1746,2.2
1747,2.2
1748,2.1
1749,2.1
1750,2.2
1751,2.3
1752,2.5
1753,2.8
1754,3
1755,3.3
1756,3.5
1757,3.6
1758,3.5
1759,3.3
1760,2.9
1761,2.4
1762,1.9
1763,1.4
1764,0.9
1765,0.4
1766,-0.1
1767,-0.5
1768,-0.9
1769,-1.1
1770,-1.2
1771,-1.1
1772,-0.9
1773,-0.7
1774,-0.5
1775,-0.5
1776,-0.6
1777,-1
1778,-1.5
1779,-2.2
1780,-3
1781,-3.8
1782,-4.6
1783,-5.3
1784,-6
1785,-6.6
1786,-7.2
1787,-7.8
1788,-8.3
1789,-8.7
1790,-9
1791,-9
1792,-8.9
1793,-8.5
1794,-7.9
1795,-7
1796,-6
1797,-5
1798,-4
1799,-3.3
1800,-2.7
1801,-2.3
1802,-2.1
1803,-2
1804,-1.9
1805,-1.8
1806,-1.6
1807,-1.3
1808,-0.8
1809,-0.3
1810,0.4
1811,1.1
1812,1.6
1813,2.1
1814,2.4
1815,2.7
1816,2.8
1817,2.9
1818,2.9
1819,2.9
1820,2.7
1821,2.6
1822,2.5
1823,2.5
1824,2.5
1825,2.7
1826,2.8
1827,2.9
1828,2.9
1829,2.7
1830,2.4
1831,1.9
1832,1.4
1833,0.7
1834,0
1835,-0.6
1836,-1.3
1837,-1.8
1838,-2.2
1839,-2.5
1840,-2.7
1841,-2.8
1842,-2.9
1843,-2.8
1844,-2.8
1845,-2.8
1846,-2.9
1847,-2.9
1848,-3
1849,-3.2
1850,-3.4
1851,-3.6
1852,-3.8
1853,-4
1854,-4.2
1855,-4.3
1856,-4.3
1857,-4.3
1858,-4.4
1859,-4.4
1860,-4.6
1861,-4.9
1862,-5.1
1863,-5.4
1864,-5.6
1865,-5.6
1866,-5.6
1867,-5.5
1868,-5.5
1869,-5.5
1870,-5.7
1871,-6
1872,-6.3
1873,-6.7
1874,-7
1875,-7.1
1876,-7.1
1877,-7
1878,-6.8
1879,-6.5
1880,-6.2
1881,-6
1882,-6
1883,-6.1
1884,-6.3
1885,-6.5
1886,-6.7
1887,-6.8
1888,-6.8
1889,-6.7
1890,-6.4
1891,-6.1
1892,-5.8
1893,-5.6
1894,-5.5
1895,-5.6
1896,-5.7
1897,-5.8
1898,-5.9
1899,-5.9
1900,-5.9
1901,-5.9
1902,-6
1903,-6.3
1904,-6.7
1905,-7.2
1906,-7.8
1907,-8.4
1908,-8.9
1909,-9.4
1910,-9.7
1911,-10
1912,-10.2
1913,-10.4
1914,-10.7
1915,-11
1916,-11.5
1917,-11.9
1918,-12.4
1919,-12.9
1920,-13.4
1921,-13.8
1922,-14.1
1923,-14.5
1924,-14.9
1925,-15.4
1926,-16
1927,-16.5
1928,-17.1
1929,-17.5
1930,-17.8
1931,-17.9
1932,-18
1933,-18
1934,-17.9
1935,-17.9
1936,-18
1937,-18.3
1938,-18.6
1939,-19.1
1940,-19.7
1941,-20.16
1942,-20.223076923076924
1943,-21.653846153846153
1944,-21.20769230769231
1945,-21.53076923076923
1946,-22.47692307692308
1947,-21.923076923076923
1948,-21.823076923076922
1949,-23.992307692307694
1950,-26.823076923076922
1951,-26.525
1952,-26.058333333333334
1953,-22.858333333333334
1954,-18.766666666666666
1955,-6.491666666666667
1956,16.541666666666668
1957,45.65833333333333
1958,87.69166666666666
1959,165.45833333333334
1960,210.88333333333333
1961,216.475
1962,257.90833333333336
1963,483.03333333333336
1964,812.1666666666666
1965,764.3
1966,687.0666666666666
1967,644.05
1968,588.8916666666667
1969,559.5416666666666
1970,527
1971,495.8666666666667
1972,488.725
1973,454.39166666666665
1974,424.44166666666666
1975,396.6583333333333
1976,367.375
1977,340.46666666666664
1978,326.0083333333333
1979,312.73333333333335
1980,279.23333333333335
1981,260.23333333333335
1982,248.95
1983,233.15
1984,217.14166666666665
1985,205.5
1986,192.775
1987,183.13333333333333
1988,174.95
1989,166.98333333333335
1990,155.95833333333334
1991,141.26666666666665
1992,135.99166666666667
1993,130.49166666666667
1994,121.45833333333333
1995,116.01666666666667
1996,109.31666666666666
1997,103.75
1998,98.025
1999,93.75833333333333
2000,89.3
2001,82.39166666666667
2002,77.25833333333333
2003,71.86666666666666
2004,65.29166666666667
2005,60.88333333333333
2006,55.166666666666664
2007,53.05833333333333
2008,49.09166666666667
2009,44.975
2010,41.46666666666667
2011,36.766666666666666
2012,31.641666666666666
2013,26.016666666666666
2014,20.791666666666668
2015,16.633333333333333
2016,13.283333333333333
2017,8.875
2018,6.241666666666666
2019,3.118181818181818
