Year.AD,m
-53050,528.5
-53030,528.3
-53010,527.9
-52990,527.8
-52970,527
-52950,526.6
-52930,526
-52910,525.3
-52890,524.7
-52870,523.9
-52850,522.9
-52830,521.9
-52810,521.1
-52790,520
-52770,519
-52750,518
-52730,516.7
-52710,515.2
-52690,513.8
-52670,512.4
-52650,510.8
-52630,509.1
-52610,507.5
-52590,505.8
-52570,504.1
-52550,502
-52530,500.1
-52510,498
-52490,495.9
-52470,493.8
-52450,491.3
-52430,489
-52410,486.5
-52390,484.1
-52370,481.4
-52350,478.7
-52330,476
-52310,472.9
-52290,470.1
-52270,466.9
-52250,463.7
-52230,460.4
-52210,457.2
-52190,453.7
-52170,450.1
-52150,446.4
-52130,442.9
-52110,439
-52090,435
-52070,431.1
-52050,426.9
-52030,422.8
-52010,418.4
-51990,414
-51970,409.6
-51950,404.9
-51930,400.1
-51910,395.3
-51890,390.3
-51870,385.3
-51850,380.1
-51830,375
-51810,369.4
-51790,364.1
-51770,358.6
-51750,352.8
-51730,347.2
-51710,341.3
-51690,335.5
-51670,329.7
-51650,323.7
-51630,317.8
-51610,311.8
-51590,305.8
-51570,300
-51550,294
-51530,288.1
-51510,282.3
-51490,276.5
-51470,270.7
-51450,265
-51430,259.3
-51410,253.8
-51390,248.4
-51370,243.2
-51350,237.8
-51330,232.9
-51310,227.9
-51290,223.2
-51270,218.7
-51250,214.1
-51230,209.7
-51210,205.7
-51190,201.8
-51170,198
-51150,194.6
-51130,191.4
-51110,188.1
-51090,185.5
-51070,183
-51050,180.5
-51030,178.8
-51010,177
-50990,175.5
-50970,174.4
-50950,173.6
-50930,172.9
-50910,172.7
-50890,172.5
-50870,172.7
-50850,173
-50830,173.5
-50810,174.4
-50790,175.1
-50770,176.4
-50750,177.5
-50730,179
-50710,180.6
-50690,182.5
-50670,184.3
-50650,186.2
-50630,188.4
-50610,190.5
-50590,192.8
-50570,195.2
-50550,197.6
-50530,200.2
-50510,202.7
-50490,205.4
-50470,208
-50450,210.6
-50430,213.4
-50410,215.9
-50390,218.7
-50370,221.3
-50350,224
-50330,226.6
-50310,229.1
-50290,231.7
-50270,233.9
-50250,236.2
-50230,238.6
-50210,240.7
-50190,242.8
-50170,244.5
-50150,246.3
-50130,248.1
-50110,249.6
-50090,251
-50070,252.2
-50050,253.4
-50030,254.1
-50010,254.9
-49990,255.3
-49970,255.7
-49950,256.2
-49930,256.3
-49910,256.5
-49890,256.2
-49870,256.2
-49850,255.9
-49830,255.4
-49810,255
-49790,254.3
-49770,253.4
-49750,252.5
-49730,251.4
-49710,250.3
-49690,249.2
-49670,248.1
-49650,246.7
-49630,245.3
-49610,243.7
-49590,242
-49570,240.4
-49550,238.8
-49530,236.8
-49510,235.1
-49490,233.1
-49470,231.2
-49450,228.9
-49430,227
-49410,224.9
-49390,222.5
-49370,220.3
-49350,218.2
-49330,216.1
-49310,213.5
-49290,211.3
-49270,208.9
-49250,206.6
-49230,204.1
-49210,201.7
-49190,199.2
-49170,196.9
-49150,194.4
-49130,192
-49110,189.5
-49090,187.1
-49070,184.7
-49050,182.4
-49030,180
-49010,177.7
-48990,175.5
-48970,173.3
-48950,171
-48930,168.9
-48910,166.7
-48890,164.7
-48870,162.8
-48850,160.7
-48830,159
-48810,157
-48790,155.6
-48770,153.8
-48750,152.2
-48730,150.7
-48710,149.5
-48690,148.3
-48670,147
-48650,146
-48630,144.9
-48610,143.9
-48590,143.3
-48570,142.3
-48550,141.6
-48530,140.6
-48510,139.8
-48490,138.9
-48470,138.1
-48450,137.2
-48430,136.1
-48410,135.4
-48390,134.5
-48370,133.9
-48350,133.2
-48330,132.7
-48310,132.5
-48290,132.2
-48270,132.4
-48250,132.6
-48230,132.8
-48210,133.2
-48190,133.9
-48170,134.6
-48150,135.5
-48130,136.5
-48110,137.5
-48090,138.7
-48070,139.9
-48050,141.3
-48030,142.6
-48010,143.9
-47990,145.1
-47970,146.5
-47950,147.6
-47930,148.7
-47910,149.8
-47890,150.5
-47870,151.4
-47850,152
-47830,152.4
-47810,152.7
-47790,153
-47770,153.2
-47750,153
-47730,152.8
-47710,152.4
-47690,151.8
-47670,151.2
-47650,150.4
-47630,149.3
-47610,148
-47590,146.8
-47570,145.2
-47550,143.5
-47530,141.6
-47510,139.6
-47490,137.3
-47470,134.9
-47450,132.2
-47430,129.7
-47410,127.1
-47390,124.4
-47370,121.7
-47350,119
-47330,116.5
-47310,114.1
-47290,111.8
-47270,109.5
-47250,107.8
-47230,105.9
-47210,104.4
-47190,102.8
-47170,101.7
-47150,100.5
-47130,99.7
-47110,99.1
-47090,98.7
-47070,98.4
-47050,98.2
-47030,98.3
-47010,98.7
-46990,99
-46970,99.5
-46950,100.3
-46930,100.9
-46910,101.9
-46890,103.1
-46870,104.1
-46850,105.1
-46830,106.3
-46810,107.4
-46790,108.5
-46770,109.6
-46750,110.6
-46730,111.5
-46710,112.4
-46690,113.1
-46670,113.9
-46650,114.6
-46630,115.2
-46610,115.8
-46590,116
-46570,116.6
-46550,116.9
-46530,117.2
-46510,117.6
-46490,117.9
-46470,118.3
-46450,118.6
-46430,119
-46410,119.4
-46390,119.7
-46370,120.2
-46350,120.7
-46330,121.2
-46310,121.8
-46290,122.3
-46270,123.1
-46250,123.7
-46230,124.4
-46210,125.2
-46190,125.9
-46170,126.7
-46150,127.7
-46130,128.6
-46110,129.5
-46090,130.6
-46070,131.6
-46050,132.7
-46030,133.7
-46010,134.9
-45990,135.8
-45970,136.9
-45950,138
-45930,139
-45910,140
-45890,140.9
-45870,141.5
-45850,142.3
-45830,142.9
-45810,143.1
-45790,143.3
-45770,143.5
-45750,143.4
-45730,143.1
-45710,142.7
-45690,142.2
-45670,141.6
-45650,140.8
-45630,140.2
-45610,139.4
-45590,138.7
-45570,137.8
-45550,137.1
-45530,136.2
-45510,135.4
-45490,134.5
-45470,133.5
-45450,132.6
-45430,131.7
-45410,130.6
-45390,129.5
-45370,128.5
-45350,127.4
-45330,126.1
-45310,124.8
-45290,123.3
-45270,122
-45250,120.5
-45230,118.9
-45210,117.3
-45190,116
-45170,114.6
-45150,113.4
-45130,112.5
-45110,112
-45090,111.5
-45070,111.6
-45050,111.9
-45030,112.4
-45010,113.2
-44990,114.2
-44970,115.4
-44950,116.6
-44930,118.1
-44910,119.6
-44890,121.2
-44870,122.8
-44850,124.3
-44830,125.7
-44810,127
-44790,128.2
-44770,129.2
-44750,130
-44730,130.4
-44710,130.4
-44690,130.3
-44670,129.7
-44650,128.6
-44630,127.1
-44610,125.5
-44590,123.5
-44570,121.4
-44550,119.1
-44530,116.7
-44510,114.4
-44490,112.1
-44470,110
-44450,108.2
-44430,106.2
-44410,104.6
-44390,103.4
-44370,102.4
-44350,101.6
-44330,101
-44310,100.9
-44290,101
-44270,101.5
-44250,102.3
-44230,103.3
-44210,104.7
-44190,106.5
-44170,108.4
-44150,110.7
-44130,113.3
-44110,116.3
-44090,119.5
-44070,122.8
-44050,126.5
-44030,129.8
-44010,133.3
-43990,136.5
-43970,139.6
-43950,142.1
-43930,144.4
-43910,146.1
-43890,147.3
-43870,148.1
-43850,148.6
-43830,148.8
-43810,148.7
-43790,148.5
-43770,148.3
-43750,147.9
-43730,147.5
-43710,147.2
-43690,146.8
-43670,146.5
-43650,146.4
-43630,146.5
-43610,146.9
-43590,147.4
-43570,148.3
-43550,149.4
-43530,150.5
-43510,151.9
-43490,153.1
-43470,154.6
-43450,155.9
-43430,157
-43410,158.2
-43390,159.2
-43370,159.7
-43350,160.3
-43330,160.5
-43310,160.8
-43290,160.9
-43270,161
-43250,160.9
-43230,161
-43210,161.1
-43190,161.4
-43170,161.8
-43150,162.3
-43130,162.7
-43110,163.3
-43090,164.1
-43070,164.9
-43050,165.7
-43030,166.7
-43010,167.6
-42990,168.6
-42970,169.8
-42950,170.8
-42930,172.1
-42910,173.2
-42890,174.5
-42870,175.9
-42850,177.4
-42830,179.1
-42810,181
-42790,183.1
-42770,185.4
-42750,187.9
-42730,190.8
-42710,193.9
-42690,197.2
-42670,200.8
-42650,204.6
-42630,208.7
-42610,212.6
-42590,216.9
-42570,221
-42550,225.3
-42530,229.4
-42510,233.5
-42490,237.5
-42470,241.5
-42450,245.3
-42430,248.8
-42410,252.2
-42390,255.4
-42370,258.3
-42350,260.8
-42330,263.3
-42310,265.4
-42290,267.2
-42270,269
-42250,270.5
-42230,272
-42210,273.4
-42190,274.9
-42170,276.2
-42150,277.6
-42130,278.9
-42110,280.2
-42090,281.3
-42070,282.3
-42050,283.2
-42030,284
-42010,284.5
-41990,285
-41970,285.3
-41950,285.2
-41930,285
-41910,284.4
-41890,283.7
-41870,282.5
-41850,281
-41830,279.1
-41810,276.9
-41790,274.3
-41770,271.3
-41750,268
-41730,264.4
-41710,260.6
-41690,256.6
-41670,252.6
-41650,248.3
-41630,243.8
-41610,239.6
-41590,235.8
-41570,232.3
-41550,229.5
-41530,227.5
-41510,225.8
-41490,224.9
-41470,224.4
-41450,224.1
-41430,224.4
-41410,224.9
-41390,225.9
-41370,226.9
-41350,228.2
-41330,229.6
-41310,231.2
-41290,232.8
-41270,234.7
-41250,236.6
-41230,238.6
-41210,240.8
-41190,243.3
-41170,245.6
-41150,248.2
-41130,250.9
-41110,253.8
-41090,256.7
-41070,260.1
-41050,263.7
-41030,267.6
-41010,271.8
-40990,276.5
-40970,281.4
-40950,286.4
-40930,291.5
-40910,296.7
-40890,301.8
-40870,306.7
-40850,311.7
-40830,316.3
-40810,320.7
-40790,325
-40770,329.1
-40750,333
-40730,336.9
-40710,340.7
-40690,344.7
-40670,348.9
-40650,353.3
-40630,358
-40610,363
-40590,368.3
-40570,374
-40550,379.9
-40530,386.3
-40510,392.9
-40490,399.9
-40470,407.4
-40450,415.1
-40430,423.2
-40410,431.5
-40390,439.9
-40370,448.4
-40350,456.8
-40330,465.2
-40310,473.2
-40290,481.2
-40270,488.9
-40250,496.5
-40230,503.8
-40210,510.9
-40190,517.9
-40170,524.6
-40150,531
-40130,537.3
-40110,543.3
-40090,549.1
-40070,554.7
-40050,560
-40030,565.2
-40010,570.1
-39990,574.8
-39970,579.3
-39950,583.5
-39930,587.4
-39910,590.8
-39890,594.1
-39870,596.8
-39850,599
-39830,600.8
-39810,602
-39790,602.6
-39770,602.7
-39750,602.2
-39730,601.2
-39710,599.9
-39690,598.3
-39670,596.7
-39650,595.2
-39630,593.8
-39610,592.3
-39590,591.3
-39570,590.5
-39550,590.1
-39530,590.2
-39510,590.8
-39490,591.6
-39470,593
-39450,594.7
-39430,596.7
-39410,598.9
-39390,601.2
-39370,603.8
-39350,606.5
-39330,609.3
-39310,612.2
-39290,615.1
-39270,617.9
-39250,620.8
-39230,623.6
-39210,626.4
-39190,628.9
-39170,631.6
-39150,634.1
-39130,636.5
-39110,638.7
-39090,640.8
-39070,643
-39050,644.8
-39030,646.6
-39010,648.3
-38990,649.5
-38970,650.7
-38950,651.5
-38930,652.1
-38910,652.4
-38890,652.4
-38870,652.2
-38850,652
-38830,651.5
-38810,651.2
-38790,651.1
-38770,651.2
-38750,651.4
-38730,651.9
-38710,652.5
-38690,653.4
-38670,654.5
-38650,655.7
-38630,657.3
-38610,658.8
-38590,660.5
-38570,662.2
-38550,663.5
-38530,664.9
-38510,666
-38490,666.7
-38470,667.3
-38450,667.4
-38430,667.1
-38410,666.6
-38390,665.5
-38370,664
-38350,661.9
-38330,659.6
-38310,656.9
-38290,654.1
-38270,651.4
-38250,648.4
-38230,645.7
-38210,643.1
-38190,640.9
-38170,639
-38150,637.6
-38130,636.6
-38110,635.9
-38090,635.4
-38070,635.3
-38050,635.2
-38030,635.4
-38010,635.7
-37990,636
-37970,636.2
-37950,636.4
-37930,636.6
-37910,636.7
-37890,637
-37870,637.3
-37850,637.6
-37830,638.1
-37810,638.7
-37790,639.4
-37770,640.2
-37750,641
-37730,641.9
-37710,642.7
-37690,643.5
-37670,644.1
-37650,644.7
-37630,645.2
-37610,645.8
-37590,646.3
-37570,646.8
-37550,647.4
-37530,648.1
-37510,648.8
-37490,649.8
-37470,650.8
-37450,652.1
-37430,653.6
-37410,655.5
-37390,657.5
-37370,659.7
-37350,662.1
-37330,664.7
-37310,667.4
-37290,670.4
-37270,673.5
-37250,676.6
-37230,679.9
-37210,683
-37190,686.1
-37170,688.7
-37150,690.9
-37130,692.5
-37110,693.5
-37090,693.8
-37070,693.5
-37050,692.9
-37030,691.7
-37010,690.1
-36990,688.2
-36970,686.1
-36950,683.7
-36930,681
-36910,678.2
-36890,675.2
-36870,672.2
-36850,668.8
-36830,665.5
-36810,662
-36790,658.5
-36770,655
-36750,651.7
-36730,648.5
-36710,645.4
-36690,642.3
-36670,639.4
-36650,636.8
-36630,634.2
-36610,631.8
-36590,629.5
-36570,627.3
-36550,625.2
-36530,623.2
-36510,621.3
-36490,619.3
-36470,617.2
-36450,615
-36430,612.5
-36410,610.1
-36390,607.6
-36370,605
-36350,602.5
-36330,600
-36310,597.4
-36290,594.9
-36270,592.4
-36250,589.8
-36230,587.3
-36210,584.6
-36190,581.9
-36170,579.2
-36150,576.4
-36130,573.4
-36110,570.3
-36090,567
-36070,563.5
-36050,559.9
-36030,556.1
-36010,552.3
-35990,548.4
-35970,544.6
-35950,540.8
-35930,536.9
-35910,533.3
-35890,529.9
-35870,526.4
-35850,523.4
-35830,520.7
-35810,518.5
-35790,516.9
-35770,516
-35750,515.6
-35730,515.6
-35710,516.1
-35690,517
-35670,518.1
-35650,519.5
-35630,521
-35610,522.5
-35590,523.8
-35570,525
-35550,525.8
-35530,526
-35510,525.6
-35490,524.5
-35470,522.9
-35450,521.1
-35430,519
-35410,516.9
-35390,514.7
-35370,512.7
-35350,510.6
-35330,508.7
-35310,506.7
-35290,505.1
-35270,503.7
-35250,502.5
-35230,501.4
-35210,500.8
-35190,500.4
-35170,500.2
-35150,500.3
-35130,500.7
-35110,501.3
-35090,502.3
-35070,503.7
-35050,505.1
-35030,506.7
-35010,508.1
-34990,509.4
-34970,510.4
-34950,511
-34930,511.2
-34910,511.2
-34890,510.9
-34870,510.3
-34850,509.4
-34830,508.3
-34810,506.8
-34790,505.2
-34770,503.6
-34750,501.8
-34730,500.1
-34710,498.5
-34690,497.1
-34670,495.8
-34650,494.6
-34630,493.5
-34610,492.7
-34590,491.9
-34570,491.2
-34550,490.7
-34530,490.5
-34510,490.5
-34490,490.7
-34470,491
-34450,491.7
-34430,492.7
-34410,493.9
-34390,495.4
-34370,497.3
-34350,499.4
-34330,501.9
-34310,504.7
-34290,507.7
-34270,511.1
-34250,514.5
-34230,518
-34210,521.4
-34190,524.6
-34170,527.8
-34150,530.5
-34130,532.9
-34110,534.8
-34090,536.2
-34070,537.1
-34050,537.5
-34030,537.4
-34010,537
-33990,536.1
-33970,534.8
-33950,533.2
-33930,531.2
-33910,529
-33890,526.5
-33870,524
-33850,521.7
-33830,519.4
-33810,517.5
-33790,515.8
-33770,514.2
-33750,512.9
-33730,511.7
-33710,510.8
-33690,509.9
-33670,509.2
-33650,508.4
-33630,507.8
-33610,507.4
-33590,507.1
-33570,507
-33550,507.2
-33530,507.7
-33510,508.3
-33490,509.4
-33470,510.9
-33450,512.7
-33430,514.8
-33410,517.2
-33390,519.9
-33370,523
-33350,526.3
-33330,529.7
-33310,533
-33290,536.2
-33270,539.2
-33250,541.6
-33230,543.5
-33210,544.6
-33190,544.8
-33170,544.2
-33150,542.9
-33130,540.7
-33110,537.9
-33090,534.5
-33070,530.9
-33050,527
-33030,523.1
-33010,519.2
-32990,515.7
-32970,512.4
-32950,509.5
-32930,507
-32910,505.2
-32890,503.8
-32870,502.9
-32850,502.6
-32830,502.8
-32810,503.4
-32790,504.6
-32770,506.1
-32750,508.1
-32730,510.3
-32710,512.6
-32690,515.2
-32670,517.9
-32650,520.6
-32630,523.2
-32610,525.9
-32590,528.6
-32570,531.3
-32550,533.9
-32530,536.7
-32510,539.5
-32490,542.4
-32470,545.3
-32450,548.2
-32430,551.3
-32410,554.4
-32390,557.5
-32370,560.5
-32350,563.5
-32330,566.4
-32310,569.1
-32290,571.6
-32270,574
-32250,576.1
-32230,577.9
-32210,579.3
-32190,580.5
-32170,581.4
-32150,582
-32130,582.5
-32110,582.6
-32090,582.5
-32070,582.2
-32050,581.8
-32030,581.2
-32010,580.5
-31990,579.6
-31970,578.7
-31950,577.7
-31930,576.8
-31910,575.9
-31890,575.1
-31870,574.5
-31850,574.1
-31830,574
-31810,574
-31790,574.1
-31770,574.5
-31750,574.9
-31730,575.1
-31710,575.2
-31690,575
-31670,574.1
-31650,573
-31630,571.1
-31610,568.8
-31590,566.1
-31570,563.1
-31550,560
-31530,556.9
-31510,554
-31490,551.1
-31470,548.7
-31450,546.5
-31430,544.7
-31410,543.2
-31390,542.1
-31370,541.2
-31350,540.7
-31330,540.4
-31310,540.4
-31290,540.6
-31270,540.9
-31250,541.4
-31230,541.8
-31210,542.3
-31190,542.8
-31170,543.3
-31150,543.7
-31130,544.1
-31110,544.3
-31090,544.3
-31070,544.4
-31050,544.3
-31030,544.1
-31010,543.9
-30990,543.5
-30970,543.2
-30950,542.8
-30930,542.4
-30910,541.8
-30890,541
-30870,540.1
-30850,538.9
-30830,537.4
-30810,535.5
-30790,533.1
-30770,530.4
-30750,527.2
-30730,523.6
-30710,519.6
-30690,515.2
-30670,510.3
-30650,505.1
-30630,499.6
-30610,494.1
-30590,488.7
-30570,483.5
-30550,478.7
-30530,474.3
-30510,470.1
-30490,466.1
-30470,462.3
-30450,458.8
-30430,455.5
-30410,452.6
-30390,450
-30370,447.8
-30350,446.1
-30330,445
-30310,444.4
-30290,444.2
-30270,444.2
-30250,444.6
-30230,444.9
-30210,445.2
-30190,445.5
-30170,445.5
-30150,445.6
-30130,445.5
-30110,445.4
-30090,445.1
-30070,445
-30050,444.9
-30030,444.7
-30010,444.6
-29990,444.6
-29970,444.8
-29950,445
-29930,445.4
-29910,446
-29890,446.6
-29870,447.6
-29850,448.8
-29830,450.2
-29810,451.9
-29790,453.8
-29770,455.8
-29750,457.9
-29730,460.1
-29710,462.1
-29690,463.9
-29670,465.5
-29650,466.8
-29630,467.6
-29610,468.1
-29590,467.9
-29570,467.1
-29550,465.7
-29530,463.6
-29510,461.2
-29490,458.8
-29470,456.2
-29450,453.7
-29430,451.7
-29410,450.2
-29390,449.1
-29370,448.6
-29350,448.9
-29330,449.9
-29310,451.8
-29290,454.9
-29270,459.2
-29250,464.9
-29230,471.8
-29210,480.1
-29190,489.2
-29170,498.8
-29150,508.1
-29130,516.7
-29110,524.2
-29090,530.4
-29070,534.9
-29050,538
-29030,539.9
-29010,540.9
-28990,541.5
-28970,541.8
-28950,542.4
-28930,543.2
-28910,544.4
-28890,545.9
-28870,547.6
-28850,549.5
-28830,551.1
-28810,552.3
-28790,552.8
-28770,552.3
-28750,550.9
-28730,548.5
-28710,545.2
-28690,541.2
-28670,536.7
-28650,531.8
-28630,526.7
-28610,521.7
-28590,517
-28570,512.7
-28550,508.9
-28530,505.9
-28510,503.8
-28490,502.8
-28470,502.8
-28450,503.8
-28430,505.3
-28410,507.2
-28390,509.1
-28370,510.8
-28350,512
-28330,512.6
-28310,512.7
-28290,512.3
-28270,511.7
-28250,511
-28230,510.4
-28210,510.7
-28190,511.8
-28170,514
-28150,517.4
-28130,522
-28110,527.1
-28090,532.7
-28070,538.3
-28050,543.6
-28030,548.6
-28010,553.2
-27990,557.3
-27970,560.8
-27950,563.5
-27930,565.5
-27910,566.7
-27890,567
-27870,566.5
-27850,565.4
-27830,563.6
-27810,561.4
-27790,559.1
-27770,556.7
-27750,554.3
-27730,551.9
-27710,549.6
-27690,547.1
-27670,544.5
-27650,541.7
-27630,539
-27610,536.3
-27590,533.6
-27570,530.9
-27550,528.2
-27530,525.2
-27510,522.1
-27490,518.6
-27470,514.6
-27450,510.4
-27430,506.1
-27410,502.1
-27390,499
-27370,496.8
-27350,496
-27330,496.9
-27310,499.9
-27290,504.5
-27270,510.2
-27250,516.5
-27230,522.7
-27210,528.6
-27190,533.8
-27170,537.9
-27150,540.7
-27130,541.6
-27110,541.2
-27090,540.1
-27070,538.9
-27050,537.6
-27030,536.3
-27010,534.7
-26990,532.9
-26970,530.9
-26950,529
-26930,527.2
-26910,526
-26890,525.5
-26870,525.9
-26850,527.1
-26830,528.9
-26810,531.2
-26790,533.7
-26770,536.3
-26750,538.8
-26730,541.2
-26710,543.2
-26690,544.8
-26670,546
-26650,546.8
-26630,547.2
-26610,547.2
-26590,546.7
-26570,545.7
-26550,544.2
-26530,542.3
-26510,539.7
-26490,537
-26470,534
-26450,531.3
-26430,529.1
-26410,527.4
-26390,526.2
-26370,525.1
-26350,524.3
-26330,523.4
-26310,522.3
-26290,520.8
-26270,518.9
-26250,516.6
-26230,513.9
-26210,511.2
-26190,508.5
-26170,505.9
-26150,503.5
-26130,501.3
-26110,499.2
-26090,497.3
-26070,495.7
-26050,494.3
-26030,493.1
-26010,492.1
-25990,491.6
-25970,491.4
-25950,491.9
-25930,493.3
-25910,495.7
-25890,499.4
-25870,504.3
-25850,510.3
-25830,516.8
-25810,523.6
-25790,530
-25770,536
-25750,540.9
-25730,544.9
-25710,547.9
-25690,549.6
-25670,550.2
-25650,549.4
-25630,547.4
-25610,544.3
-25590,540.8
-25570,536.9
-25550,533.3
-25530,530
-25510,527.3
-25490,525.3
-25470,524.1
-25450,523.8
-25430,524.6
-25410,526.6
-25390,529.8
-25370,534.5
-25350,540.2
-25330,546.6
-25310,553.2
-25290,559.5
-25270,565.2
-25250,569.9
-25230,573.5
-25210,576.2
-25190,578.1
-25170,579.1
-25150,579.7
-25130,579.7
-25110,579.4
-25090,579
-25070,578.7
-25050,578.8
-25030,579.4
-25010,580.6
-24990,581.9
-24970,583.4
-24950,584.6
-24930,585.6
-24910,586
-24890,585.6
-24870,584.2
-24850,581.8
-24830,578.3
-24810,574
-24790,568.9
-24770,563.4
-24750,557.4
-24730,551.2
-24710,544.8
-24690,538.5
-24670,532.5
-24650,527
-24630,522.3
-24610,518.7
-24590,516.3
-24570,515.5
-24550,516.6
-24530,519.3
-24510,523.7
-24490,528.9
-24470,534.7
-24450,540.5
-24430,545.8
-24410,550.3
-24390,553.5
-24370,555.4
-24350,556.1
-24330,555.6
-24310,554.1
-24290,551.7
-24270,548.5
-24250,544.6
-24230,540.3
-24210,535.9
-24190,531.6
-24170,527.9
-24150,525
-24130,523.1
-24110,522.5
-24090,523.1
-24070,525.2
-24050,528.9
-24030,533.8
-24010,539.5
-23990,545.7
-23970,551.8
-23950,557.5
-23930,562.3
-23910,566
-23890,568.7
-23870,570.6
-23850,572.1
-23830,573.3
-23810,574.6
-23790,576.1
-23770,578
-23750,580.3
-23730,582.7
-23710,585
-23690,587
-23670,588.5
-23650,589.3
-23630,589.3
-23610,588.5
-23590,586.8
-23570,584.3
-23550,580.8
-23530,576.5
-23510,571.6
-23490,566.6
-23470,561.8
-23450,557.6
-23430,554.4
-23410,552.4
-23390,551.7
-23370,552
-23350,553.1
-23330,554.6
-23310,556.3
-23290,558.2
-23270,560
-23250,561.8
-23230,563.4
-23210,564.6
-23190,565.4
-23170,565.7
-23150,565.5
-23130,565
-23110,564.3
-23090,563.6
-23070,563
-23050,562.8
-23040,562.8
-23030,562.8
-23020,563
-23010,563.1
-23000,563.2
-22990,563.2
-22980,563.1
-22970,563
-22960,562.6
-22950,562.1
-22940,561.4
-22930,560.6
-22920,559.5
-22910,558.4
-22900,557.1
-22890,555.8
-22880,554.4
-22870,553
-22860,551.5
-22850,550.1
-22840,548.6
-22830,547.2
-22820,545.8
-22810,544.5
-22800,543.2
-22790,542.1
-22780,541
-22770,540.1
-22760,539.2
-22750,538.5
-22740,537.9
-22730,537.4
-22720,537.1
-22710,536.8
-22700,536.7
-22690,536.6
-22680,536.8
-22670,537
-22660,537.2
-22650,537.5
-22640,537.8
-22630,538
-22620,538.2
-22610,538.2
-22600,538.1
-22590,537.9
-22580,537.5
-22570,537
-22560,536.2
-22550,535.4
-22540,534.3
-22530,533.1
-22520,531.7
-22510,530.1
-22500,528.3
-22490,526.4
-22480,524.5
-22470,522.5
-22460,520.5
-22450,518.6
-22440,516.8
-22430,515.1
-22420,513.6
-22410,512.3
-22400,511.2
-22390,510.3
-22380,509.7
-22370,509.3
-22360,509.2
-22350,509.5
-22340,509.9
-22330,510.6
-22320,511.5
-22310,512.5
-22300,513.5
-22290,514.6
-22280,515.6
-22270,516.6
-22260,517.6
-22250,518.4
-22240,519.2
-22230,519.9
-22220,520.4
-22210,520.8
-22200,521
-22190,521.1
-22180,521.1
-22170,520.8
-22160,520.3
-22150,519.6
-22140,518.7
-22130,517.7
-22120,516.5
-22110,515.2
-22100,514
-22090,512.8
-22080,511.6
-22070,510.4
-22060,509.2
-22050,508
-22040,506.8
-22030,505.6
-22020,504.6
-22010,503.6
-22000,502.8
-21990,502.1
-21980,501.5
-21970,501.2
-21960,501.1
-21950,501.2
-21940,501.6
-21930,502.3
-21920,503.3
-21910,504.6
-21900,506.3
-21890,508.4
-21880,510.9
-21870,513.9
-21860,517.3
-21850,521
-21840,525
-21830,529.1
-21820,533.3
-21810,537.6
-21800,541.7
-21790,545.7
-21780,549.5
-21770,552.9
-21760,556
-21750,558.6
-21740,560.6
-21730,562
-21720,562.6
-21710,562.3
-21700,561.1
-21690,558.9
-21680,555.7
-21670,551.8
-21660,547.2
-21650,542.5
-21640,537.7
-21630,532.9
-21620,528.4
-21610,524
-21600,519.7
-21590,515.8
-21580,512
-21570,508.5
-21560,505.4
-21550,502.5
-21540,500.1
-21530,498
-21520,496.4
-21510,495.2
-21500,494.5
-21490,494.4
-21480,494.6
-21470,495.2
-21460,496.1
-21450,497.1
-21440,498.2
-21430,499.4
-21420,500.4
-21410,501.2
-21400,501.7
-21390,502
-21380,501.8
-21370,501.3
-21360,500.6
-21350,499.8
-21340,498.9
-21330,497.9
-21320,497
-21310,496.1
-21300,495.3
-21290,494.7
-21280,494
-21270,493.5
-21260,493
-21250,492.5
-21240,492.1
-21230,491.8
-21220,491.4
-21210,491
-21200,490.6
-21190,490.3
-21180,489.9
-21170,489.4
-21160,489
-21150,488.5
-21140,488.2
-21130,488
-21120,488
-21110,488.3
-21100,488.9
-21090,489.9
-21080,491.3
-21070,493.1
-21060,495.2
-21050,497.6
-21040,500.2
-21030,503
-21020,505.8
-21010,508.8
-21000,511.8
-20990,514.8
-20980,517.7
-20970,520.3
-20960,522.7
-20950,524.7
-20940,526.1
-20930,526.9
-20920,527.1
-20910,526.9
-20900,526.2
-20890,525.1
-20880,523.8
-20870,522.4
-20860,520.9
-20850,519.4
-20840,517.8
-20830,516.2
-20820,514.5
-20810,512.9
-20800,511.2
-20790,509.5
-20780,507.8
-20770,506.2
-20760,504.5
-20750,502.8
-20740,501.2
-20730,499.7
-20720,498.2
-20710,496.8
-20700,495.5
-20690,494.2
-20680,493.1
-20670,492.1
-20660,491.2
-20650,490.5
-20640,489.9
-20630,489.4
-20620,489
-20610,488.7
-20600,488.7
-20590,488.7
-20580,488.9
-20570,489.3
-20560,489.8
-20550,490.4
-20540,491.1
-20530,492.1
-20520,493.1
-20510,494.3
-20500,495.7
-20490,497.2
-20480,498.7
-20470,500.4
-20460,502.1
-20450,503.8
-20440,505.5
-20430,507.1
-20420,508.6
-20410,510
-20400,511.3
-20390,512.4
-20380,513.3
-20370,514
-20360,514.5
-20350,514.9
-20340,515.1
-20330,515.3
-20320,515.4
-20310,515.4
-20300,515.4
-20290,515.3
-20280,515.2
-20270,515
-20260,514.8
-20250,514.5
-20240,514.2
-20230,513.8
-20220,513.5
-20210,513.1
-20200,512.9
-20190,512.6
-20180,512.5
-20170,512.4
-20160,512.4
-20150,512.5
-20140,512.8
-20130,513.1
-20120,513.4
